x,y,label
6.034352639650922,-6.900492794434786,1
5.408564335587726,-7.595423896333376,1
2.127729055944322,-7.926272997172711,1
5.426097946335566,-6.414133581684634,1
7.580227001915656,-6.023584163505708,1
5.310135450758134,-7.2077637627023154,1
4.5481226079473664,-7.01831162770478,1
4.643552622273174,-7.111827318655834,1
2.9230266964358775,-8.199087044102182,1
7.661571729822785,-5.804042643904362,1
5.041146183857615,-6.881770674060852,1
-4.75996619867207,-11.405345530313175,2
-0.8307664867205165,-6.6332573456854815,2
-5.818582579703649,-9.922075755014275,2
-3.3737650132765578,-8.797548292125201,2
-4.583747038807102,-9.772068722846887,2
-7.255984320477309,-10.076638705341239,2
6.033914165348613,-8.393326983907007,2
-6.737548446692976,-9.636512021001286,2
-4.656931296225751,-8.668497639313633,2
-6.232696557445794,-10.914580318235236,2
-2.6138453347059483,-10.060948110982888,2
-2.543943030886075,-8.809478205104828,2
-4.289295682034883,-9.955665002917186,2
-0.8995595953876113,-6.361577951066538,2
-1.2780699488079832,-6.129862919813514,2
-3.494578962391044,-10.632839582148765,2
-3.3845542971997236,-9.205060473248908,2
-7.261920691569664,-10.829945113471211,2
-7.595656367422852,-9.871247586416612,2
-1.2623555809486093,-7.469916395037359,2
-5.124918661470501,-10.384079597969114,2
-0.524475504004266,-6.221089424880092,2
-7.41013255366361,-9.915572386670073,2
-0.5552727890632988,-8.106223646304995,2
-4.801156181724287,-10.297714564341833,2
-6.223205008901222,-9.72888675935761,2
-0.03471686408484614,-7.812132483367691,2
0.12004782867375526,-7.389569206220359,2
-3.911957083433958,-9.205784152344414,2
-6.086963361955388,-9.315690411560983,2
-6.641861359897199,-9.620404264586973,2
-7.247253948206681,-10.822882218333238,2
-4.018173539372649,-9.353776717727195,2
-0.6983883744377923,-8.434168996591296,2
-2.441579161315415,-7.757712919084916,2
-6.892356708766345,-10.19352754648872,2
-4.145529845857097,-11.254270353278045,2
-3.2919135999954707,-9.217693313575106,2
0.4056397253292048,-7.192412805051933,2
-4.162531490544236,-10.197527434913214,2
-4.522108103859328,-10.525208809554819,2
-3.3252167137526096,-10.573864442274358,2
-0.8307664867205165,-6.6332573456854815,2
-5.30140850463739,-10.48294980247463,2
-4.850166393491329,-10.913901571012081,2
-3.4405347201848784,-10.341797953829209,2
-1.1454394225449334,-8.051028444042771,2
-2.7864639009825596,-9.732761472042158,2
-3.6686056515893126,-11.242259860212386,2
-0.3187167979526927,-6.875463410578636,2
